issn;e_issn;title;short_title;period;publisher
1099-9809;;CULTURAL DIVERSITY & ETHNIC MINORITY PSYCHOLOGY;CULTUR DIVERS ETHNIC MINOR PSYCHOL;Quarterly;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC, 750 FIRST ST, NE, WASHINGTON, USA, DC, 20002-4242
1474-4740;1477-0881;CULTURAL GEOGRAPHIES;;Quarterly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
1749-9755;;CULTURAL SOCIOLOGY;;Quarterly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
0950-2386;1466-4348;CULTURAL STUDIES;;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1354-067X;1461-7056;CULTURE & PSYCHOLOGY;CULT PSYCHOL;Quarterly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
1475-9551;1477-2760;CULTURE AND ORGANIZATION;;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1766-2923;;CULTURE ET MUSEES;;Semiannual;ACTES SUD, BP 38, ARLES CEDEX, FRANCE, 13633
1369-1058;1464-5351;CULTURE HEALTH & SEXUALITY; HEALTH AND SEXUALITY;Monthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0165-005X;1573-076X;CULTURE MEDICINE AND PSYCHIATRY; MEDICINE AND PSYCHIATRY;Quarterly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
1300-1949;;CUMHURIYET SCIENCE JOURNAL;;Semiannual;CUMHURIYET UNIV TIP FAK PSIKIYATRI ANABILIM DALI, CUMHURIYET UNIV TIP FAK PSIKIYATRI ABD, SIVAS, TURKEY, 58140
1300-1949;;CUMHURIYET UNIVERSITESI FEN EDEBIYAT FAKULTESI FEN BILIMLERI DERGISI;;Semiannual;CUMHURIYET UNIV TIP FAK PSIKIYATRI ANABILIM DALI, CUMHURIYET UNIV TIP FAK PSIKIYATRI ABD, SIVAS, TURKEY, 58140
0727-9620;;CUNNINGHAMIA;;Semiannual;NATL HERBARIUM NEW SOUTH WALES, AUSTRALIAN BOTANIC GARDEN, MOUNT ANNAN DR, MOUNT ANNAN, AUSTRALIA, NSW 2567
1529-7322;1534-6315;CURRENT ALLERGY AND ASTHMA REPORTS;;Bimonthly;CURRENT MEDICINE GROUP, 400 MARKET STREET, STE 700, PHILADELPHIA, USA, PA, 19106
1567-2050;1875-5828;CURRENT ALZHEIMER RESEARCH;CURR ALZHEIMER RES;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1573-4110;;CURRENT ANALYTICAL CHEMISTRY;;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0011-3204;1537-5382;CURRENT ANTHROPOLOGY;CURR ANTHROPOL;Bimonthly;UNIV CHICAGO PRESS, 1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954
1567-1739;1878-1675;CURRENT APPLIED PHYSICS;CURR APPL PHYS;Bimonthly;ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE
1523-3804;1534-6242;CURRENT ATHEROSCLEROSIS REPORTS;CURR ATHEROSCLER REP;Bimonthly;CURRENT MEDICINE GROUP, 400 MARKET STREET, STE 700, PHILADELPHIA, USA, PA, 19106
1574-8936;;CURRENT BIOINFORMATICS;CURR BIOINFORM;Tri-annual;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0960-9822;1879-0445;CURRENT BIOLOGY;CURR BIOL;Semimonthly;CELL PRESS, 600 TECHNOLOGY SQUARE, 5TH FLOOR, CAMBRIDGE, USA, MA, 02139
1568-0096;1873-5576;CURRENT CANCER DRUG TARGETS;CURR CANCER DRUG TARGETS;Monthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1523-3782;1534-3170;CURRENT CARDIOLOGY REPORTS;CURR CARDIOL REP;Monthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1573-4099;1875-6697;CURRENT COMPUTER-AIDED DRUG DESIGN;CURR COMPUT AIDED DRUG DES;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1534-4827;1539-0829;CURRENT DIABETES REPORTS;CURR DIAB REP;Bimonthly;CURRENT MEDICINE GROUP, 400 MARKET STREET, STE 700, PHILADELPHIA, USA, PA, 19106
0963-7214;1467-8721;CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE;CURR DIR PSYCHOL SCI;Bimonthly;SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320
1567-2018;1875-5704;CURRENT DRUG DELIVERY;CURR DRUG DELIV;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1389-2002;1875-5453;CURRENT DRUG METABOLISM;CURR DRUG METAB;Monthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1389-4501;1873-5592;CURRENT DRUG TARGETS;CURR DRUG TARGETS;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0271-3683;1460-2202;CURRENT EYE RESEARCH;CURR EYE RES;Monthly;INFORMA HEALTHCARE, TELEPHONE HOUSE, 69-77 PAUL STREET, LONDON, ENGLAND, EC2A 4LQ
1566-5232;1875-5631;CURRENT GENE THERAPY;CURR GENE THER;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0172-8083;1432-0983;CURRENT GENETICS;CURR GENET;Quarterly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1389-2029;1875-5488;CURRENT GENOMICS;CURR GENOMICS;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1546-9530;1546-9549;CURRENT HEART FAILURE REPORTS;CURR HEART FAIL REP;Quarterly;CURRENT MEDICINE GROUP, 400 MARKET STREET, STE 700, PHILADELPHIA, USA, PA, 19106
1558-8211;1558-822X;CURRENT HEMATOLOGIC MALIGNANCY REPORTS;CURR HEMATOL MALIG REP;Quarterly;CURRENT MEDICINE GROUP, 400 MARKET STREET, STE 700, PHILADELPHIA, USA, PA, 19106
1345-5834;1881-1019;CURRENT HERPETOLOGY;CURR. HERPETOL.;Quarterly;HERPETOLOGICAL SOC JAPAN, KYOTO UNIV, GRADUATE SCH SCIE, DEPT ZOOLOGY, KITASHIRAKAWA-OIWAKE-CHO, KYOTO, JAPAN, 606-8502
0011-3530;;CURRENT HISTORY;CURR HIST;Monthly;CURRENT HIST INC, 4225 MAIN ST PO BOX 4647, PHILADELPHIA, USA, PA, 19127
1570-162X;1873-4251;CURRENT HIV RESEARCH;CURR HIV RES;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1548-3568;1548-3576;CURRENT HIV/AIDS REPORTS;CURR HIV/AIDS REP;Quarterly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1522-6417;1534-3111;CURRENT HYPERTENSION REPORTS;CURR HYPERTENS REP;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1573-3955;;CURRENT IMMUNOLOGY REVIEWS;CURR IMMUNOL REV;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1523-3847;1534-3146;CURRENT INFECTIOUS DISEASE REPORTS;CURR INFECT DIS REP;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1466-531X;;CURRENT ISSUES IN INTESTINAL MICROBIOLOGY;CURR ISSUES INTEST MICROBIOL;Semiannual;HORIZON SCIENTIFIC PRESS, PO BOX 1, NORFOLK, WYMONDHAM, ENGLAND, NR18 0JA
1467-3037;1467-3045;CURRENT ISSUES IN MOLECULAR BIOLOGY;CURR ISSUES MOL BIOL;Semiannual;HORIZON SCIENTIFIC PRESS, PO BOX 1, NORFOLK, WYMONDHAM, ENGLAND, NR18 0JA
1368-3500;;CURRENT ISSUES IN TOURISM;;Monthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0070-1998;;CURRENT LEGAL PROBLEMS;CURR LEG PROBL;Annual;OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP
1573-4056;;CURRENT MEDICAL IMAGING REVIEWS;CURR MED IMAGING REV;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0300-7995;1473-4877;CURRENT MEDICAL RESEARCH AND OPINION;CURR MED RES OPIN;Monthly;INFORMA HEALTHCARE, TELEPHONE HOUSE, 69-77 PAUL STREET, LONDON, ENGLAND, EC2A 4LQ
0929-8673;1875-533X;CURRENT MEDICINAL CHEMISTRY;CURR MED CHEM;Biweekly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0343-8651;1432-0991;CURRENT MICROBIOLOGY;CURR MICROBIOL;Monthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1566-5240;1875-5666;CURRENT MOLECULAR MEDICINE;CURR MOL MED;Monthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1573-4137;1875-6786;CURRENT NANOSCIENCE;CURR NANOSCI;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0971-0116;;CURRENT NEMATOLOGY;;Annual;BIOVED RESEARCH SOC, C/O DR. BRIJESH K. DWIVEDI, GENERAL SEC, BIOVED RESEARCH & COMMUNIC CENTRE, 252A/4A OM GAYATRI NAGA, ALLAHABAD, INDIA, UP, 211-002
1528-4042;1534-6293;CURRENT NEUROLOGY AND NEUROSCIENCE REPORTS;CURR NEUROL NEUROSCI REP;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1570-159X;1875-6190;CURRENT NEUROPHARMACOLOGY;CURR NEUROPHARMACOL;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1567-2026;1875-5739;CURRENT NEUROVASCULAR RESEARCH;CURR NEUROVASC RES;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1198-0052;;CURRENT ONCOLOGY;CURR ONCOL;Bimonthly;MULTIMED INC, 66 MARTIN ST, TORONTO, CANADA, ON, L9T 2R2
1523-3790;1534-6269;CURRENT ONCOLOGY REPORTS;CURR ONCOL REP;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1528-4050;1473-6322;CURRENT OPINION IN ALLERGY AND CLINICAL IMMUNOLOGY;CURR OPIN ALLERGY CLIN IMMUNOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0952-7907;1473-6500;CURRENT OPINION IN ANESTHESIOLOGY;CURR OPIN ANAESTHESIOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0958-1669;1879-0429;CURRENT OPINION IN BIOTECHNOLOGY;CURR OPIN BIOTECHNOL;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
0268-4705;1531-7080;CURRENT OPINION IN CARDIOLOGY;CURR OPIN CARDIOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0955-0674;1879-0410;CURRENT OPINION IN CELL BIOLOGY;CURR OPIN CELL BIOL;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
1367-5931;1879-0402;CURRENT OPINION IN CHEMICAL BIOLOGY;CURR OPIN CHEM BIOL;Bimonthly;ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB
1363-1950;1473-6519;CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE;CURR OPIN CLIN NUTR METAB CARE;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1359-0294;;CURRENT OPINION IN COLLOID & INTERFACE SCIENCE;CURR OPIN COLLOID INTERFACE SCI;Bimonthly;ELSEVIER SCIENCE LONDON, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
1070-5295;1531-7072;CURRENT OPINION IN CRITICAL CARE;;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1752-296X;1752-2978;CURRENT OPINION IN ENDOCRINOLOGY DIABETES AND OBESITY; DIABETES AND OBESITY;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1877-3435;;CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY;CURR OPIN ENVIRON SUSTAIN;Bimonthly;ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB
0267-1379;1531-7056;CURRENT OPINION IN GASTROENTEROLOGY;CURR OPIN GASTROENTEROL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0959-437X;1879-0380;CURRENT OPINION IN GENETICS & DEVELOPMENT;CURR OPIN GENET DEV;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
1065-6251;1531-7048;CURRENT OPINION IN HEMATOLOGY;CURR OPIN HEMATOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1746-630X;1746-6318;CURRENT OPINION IN HIV AND AIDS;CURR OPIN HIV AIDS;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0952-7915;1879-0372;CURRENT OPINION IN IMMUNOLOGY;CURR OPIN IMMUNOL;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
0951-7375;1473-6527;CURRENT OPINION IN INFECTIOUS DISEASES;;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0957-9672;1473-6535;CURRENT OPINION IN LIPIDOLOGY;CURR OPIN LIPIDOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1369-5274;1879-0364;CURRENT OPINION IN MICROBIOLOGY;CURR OPIN MICROBIOL;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
1062-4821;1473-6543;CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION;CURR OPIN NEPHROL HYPERTENS;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0959-4388;1873-6882;CURRENT OPINION IN NEUROBIOLOGY;CURR OPIN NEUROBIOL;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
1350-7540;1473-6551;CURRENT OPINION IN NEUROLOGY;CURR OPIN NEUROL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1040-872X;1473-656X;CURRENT OPINION IN OBSTETRICS & GYNECOLOGY;;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1040-8746;1531-703X;CURRENT OPINION IN ONCOLOGY;CURR OPIN ONCOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1040-8738;1531-7021;CURRENT OPINION IN OPHTHALMOLOGY;CURR OPIN OPHTHALMOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1087-2418;1531-7013;CURRENT OPINION IN ORGAN TRANSPLANTATION;CURR OPIN ORGAN TRANSPLANT;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1068-9508;1531-6998;CURRENT OPINION IN OTOLARYNGOLOGY & HEAD AND NECK SURGERY;CURR OPIN OTOLARYNGOL HEAD NECK SURG;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1040-8703;1531-698X;CURRENT OPINION IN PEDIATRICS;CURR OPIN PEDIATR;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1471-4892;1471-4973;CURRENT OPINION IN PHARMACOLOGY;CURR OPIN PHARMACOL;Bimonthly;ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB
1369-5266;1879-0356;CURRENT OPINION IN PLANT BIOLOGY;CURR OPIN PLANT BIOL;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
0951-7367;1473-6578;CURRENT OPINION IN PSYCHIATRY;CURR OPIN PSYCHIATRY;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1070-5287;1531-6971;CURRENT OPINION IN PULMONARY MEDICINE;CURR OPIN PULM MED;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1040-8711;1531-6963;CURRENT OPINION IN RHEUMATOLOGY;CURR OPIN RHEUMATOL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1359-0286;1879-0348;CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE;CURR OPIN SOLID STATE MATER SCI;Bimonthly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
0959-440X;1879-033X;CURRENT OPINION IN STRUCTURAL BIOLOGY;CURR OPIN STRUCT BIOL;Bimonthly;CURRENT BIOLOGY LTD, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR
1751-4258;1751-4266;CURRENT OPINION IN SUPPORTIVE AND PALLIATIVE CARE;CURR OPIN SUPPORT PALLIAT CARE;Quarterly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
0963-0643;1473-6586;CURRENT OPINION IN UROLOGY;CURR OPIN UROL;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1879-6257;1879-6265;CURRENT OPINION IN VIROLOGY;CURR OPIN VIROL;Bimonthly;ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB
1385-2728;1875-5348;CURRENT ORGANIC CHEMISTRY;CURR ORG CHEM;Semimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1570-1794;;CURRENT ORGANIC SYNTHESIS;CURR ORG SYNTH;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1531-3433;1534-3081;CURRENT PAIN AND HEADACHE REPORTS;CURR PAIN HEADACHE REP;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
0278-1204;;CURRENT PERSPECTIVES IN SOCIAL THEORY;;Annual;EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA
1573-4129;1875-676X;CURRENT PHARMACEUTICAL ANALYSIS;CURR PHARM ANAL;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1389-2010;1873-4316;CURRENT PHARMACEUTICAL BIOTECHNOLOGY;CURR PHARM BIOTECHNOL;Monthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1381-6128;1873-4286;CURRENT PHARMACEUTICAL DESIGN;CURR PHARM DES;Biweekly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1875-6921;1875-6913;CURRENT PHARMACOGENOMICS & PERSONALIZED MEDICINE;CURR PHARMACOGENOMICS PERSON MED;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0147-0272;1535-6345;CURRENT PROBLEMS IN CANCER;CURR PROBL CANCER;Bimonthly;MOSBY-ELSEVIER, 360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710
0146-2806;1535-6280;CURRENT PROBLEMS IN CARDIOLOGY;CURR PROBL CARDIOL;Monthly;MOSBY-ELSEVIER, 360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710
1538-5442;1538-3199;CURRENT PROBLEMS IN PEDIATRIC AND ADOLESCENT HEALTH CARE;CURR PROBL PEDIATR ADOLESC HEALTH CARE;Monthly;ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710
0011-3840;1535-6337;CURRENT PROBLEMS IN SURGERY;CURR PROBL SURG;Monthly;MOSBY-ELSEVIER, 360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710
1389-2037;1875-5550;CURRENT PROTEIN & PEPTIDE SCIENCE;CURR PROTEIN PEPT SCI;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1570-1646;1875-6247;CURRENT PROTEOMICS;CURR PROTEOMICS;Quarterly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
1523-3812;1535-1645;CURRENT PSYCHIATRY REPORTS;CURR PSYCHIATRY REP;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1046-1310;1936-4733;CURRENT PSYCHOLOGY;CURR PSYCHOL;Quarterly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1994-5426;2077-2122;CURRENT RESEARCH IN BACTERIOLOGY;CURR RES BACTERIOL;Quarterly;ASIAN NETWORK SCIENTIFIC INFORMATION-ANSINET, 308-LASANI TOWN, SARGODHA RD, FAISALABAD, PAKISTAN, 38090
2157-9970;;CURRENT RESEARCH IN EARTH SCIENCES;;Annual;KANSAS GEOLOGICAL SURVEY, THE UNIV KANSAS, 1930 CONSTANT AVE, CAMPUS WEST, LAWRENCE, USA, KS, 66047-3726
8755-898X;;CURRENT RESEARCH IN THE PLEISTOCENE;;Annual;CENTER STUDY FIRST AMER, DEPT ANTHROPOLOGY, TEXAS A&M UNIV, COLLEGE STATION, USA, TX, 7753-4352
1523-3774;1534-6307;CURRENT RHEUMATOLOGY REPORTS;CURR RHEUMATOL REP;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
0011-3891;;CURRENT SCIENCE;CURR SCI;Semimonthly;INDIAN ACAD SCIENCES, C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE, INDIA, 560 080
1574-3624;;CURRENT SIGNAL TRANSDUCTION THERAPY;CURR SIGNAL TRANSDUCT THER;Tri-annual;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
0011-3921;;CURRENT SOCIOLOGY;CURR SOCIOL;Bimonthly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
1537-890X;1537-8918;CURRENT SPORTS MEDICINE REPORTS;CURR SPORTS MED REP;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1574-888X;;CURRENT STEM CELL RESEARCH & THERAPY;CURR STEM CELL RES THER;Bimonthly;BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR
