title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope;
Revista de medicina interna;Rev Med Interna Neurol Psihiatr Neurochir Dermatovenerol Neurol Psihiatr Neurochir;0377-497X;;;;;;;;;
Revue medicale de Bruxelles;Rev Med Brux;0035-3639;;;;;;;;;
Revue medicale de Liege;Rev Med Liege;0370-629X;;;;;;;;;
Scanning microscopy;Scanning Microsc;0892-953X;;;;;;;;;
Revue medicale du Moyen;Rev Med Moyen Orient;0370-632X;;;;;;;;;
Soins;Soins Chir;0249-6429;;;;;;;;;
Somatosensory research;Somatosens Res;0736-7244;;;;;;;;;
Sports medicine;Sports Med;0112-1642;1179-2035;;;;;;;;
Revue de medecine psychosomatique et de psychologie medicale;Rev Med Psychosom Psychol Med;0397-930X;;;;;;;;;
Revue medicale de la Suisse romande;Rev Med Suisse Romande;0035-3655;;;;;;;;;
Schweizerische Rundschau fur Medizin Praxis;Schweiz;1013-2058;;;;;;;;;
Senior nurse;Sr Nurse;0265-9999;;;;;;;;;
Revista de medicina de la Universidad de Navarra;Rev Med Univ Navarra;0556-6177;;;;;;;;;
Seminars in surgical oncology;Semin Surg Oncol;8756-0437;1098-2388;;;;;;;;
Revista mexicana de cirugia;Rev Mex Cir Ginecol Cancer;0034-9984;;;;;;;;;
Revista mexicana de urologia;Rev Mex Urol;0035-0001;;;;;;;;;
Revue neurologique;Rev;0035-3787;;;;;;;;;
Subsidia medica;Subsid Med;0039-4378;;;;;;;;;
Suomen hammaslaakarilehti;Suom Hammaslaakarilehti;0355-4090;;;;;;;;;
Revista de neuro;Rev Neuropsiquiatr;0034-8597;;;;;;;;;
Surgical gastroenterology;Surg Gastroenterol;0730-2681;;;;;;;;;
Survey and synthesis of pathology research;Surv Synth Pathol Res;0253-438X;;;;;;;;;
Revue de neuropsychiatrie infantile et d;Rev Neuropsychiatr Infant;0035-1628;;;;;;;;;
Revista de obstetricia y ginecologia de Venezuela;Rev Obstet Ginecol Venez;0048-7732;;;;;;;;;
Revista odonto;Rev Odontoestomatol;0048-7856;;;;;;;;;
Revue odonto;Rev Odontoimplantol;0035-3817;;;;;;;;;
Revista Odontologica;Rev Odontol;0035-0257;;;;;;;;;
Revista odontologica;Rev Odontol Circ Odontol Parag;0080-2409;;;;;;;;;
Revista odontologica de Concepcion;Rev Odontol Concepcion;0035-0265;;;;;;;;;
Revista odontologica ecuatoriana;Rev Odontol Ecuat;0484-8020;;;;;;;;;
Revmatologiia;Revmatologiia;0233-7029;;;;;;;;;
Revue d;Rev Odontostomatol;0300-9815;;;;;;;;;
Revue d;Rev Odontostomatol Midi Fr;0035-2470;;;;;;;;;
Revue odonto stomatologique du Nord;Rev Odontostomatol Nordest;0398-7760;;;;;;;;;
Sleep;Sleep;0161-8105;1550-9109;;;;;;;;
Reviews of infectious diseases;Rev;0162-0886;;;;;;;;;
Revue d;Rev Otoneuroophtalmol;0035-2497;;;;;;;;;
Revue d;Rev Orthop Dento Faciale;0337-9736;2110-543X;;;;;;;;
Revue de pathologie comparee;Rev Pathol Comp;0035-1636;;;;;;;;;
Revue de pneumologie clinique;Rev Pneumol Clin;0761-8417;;;;;;;;;
Revista Paulista De Endodontia;Rev Paul Endodontia;0100-7106;;;;;;;;;
Revista paulista de medicina;Rev Paul Med;0035-0362;;;;;;;;;
Revista paulista de odontologia;Rev Paul Odontol;0100-705X;;;;;;;;;
Revista de pediatrie;Rev Pediatr Obstet Ginecol Obstet Ginecol;1220-0913;;;;;;;;;
Revista de pediatrie;Rev Pediatr Obstet Ginecol Pediatr;0303-8416;;;;;;;;;
Revista pernambucana de odontologia;Rev Pernambucana Odontol;0301-4991;;;;;;;;;
Reviews of physiology;Rev;0303-4240;;;;;;;;;
Revista portuguesa de estomatologia e cirurgia maxilo;Rev Port Estomatol Cir Maxilofac;0035-0397;;;;;;;;;
Revista portuguesa de pediatria e puericultura;Rev Port Pediatr Pueric;0048-7880;;;;;;;;;
Revista portuguesa de pediatria;Rev Port Pediatr;0301-147X;;;;;;;;;
La Revue du praticien;Rev Prat;0035-2640;;;;;;;;;
Revue du rhumatisme et des maladies osteo;Rev Rhum Mal Osteoartic;0035-2659;;;;;;;;;
Endocrinologie;Endocrinologie;0253-1801;;;;;;;;;
Revue roumaine d;Rev Roum Inframicrobiol;0035-4082;;;;;;;;;
Revue roumaine de medecine;Rev Roum Med;0303-822X;;;;;;;;;
Revue roumaine de medecine interne;Rev Roum Med Intern;0035-3973;;;;;;;;;
Revue roumaine de morphologie et d;Rev Roum Morphol Embryol;0377-4945;;;;;;;;;
Medecine interne;Med Interne;0377-1202;;;;;;;;;
Revue roumaine de neurologie;Rev Roum Neurol;0035-3981;;;;;;;;;
Neurologie et psychiatrie;Neurol Psychiatr;0377-502X;;;;;;;;;
Revue roumaine de neurologie et de psychiatrie;Rev Roum Neurol Psychiatr;0301-7303;;;;;;;;;
Revue roumaine de physiologie;Rev Roum Physiol;0035-399X;;;;;;;;;
Revue roumaine de morphologie et de physiologie;Rev Roum Morphol Physiol;0377-4953;;;;;;;;;
Revista de sanidad e higiene publica;Rev Sanid Hig Publica;0034-8899;;;;;;;;;
Revista de la sanidad militar argentina;Rev Sanid Milit Argent;0048-7716;;;;;;;;;
Revista de saude publica;Rev Saude Publica;0034-8910;1518-8787;;;;;;;;
The Review of scientific instruments;Rev Sci Instrum;0034-6748;1089-7623;;;;;;;;
Revue du SESDA;Rev SESDA;0379-8232;;;;;;;;;
Revista de la Sociedad Argentina de Biologia;Rev Soc Argent Biol;0037-8380;;;;;;;;;
Revue de l;Rev Infirm Inf;0397-7897;;;;;;;;;
Revista de la Sociedad Peruana de Endocrinologia;Rev Soc Peru Endocrinol;0583-7677;;;;;;;;;
Revue de stomatologie et de chirurgie maxillo;Rev Stomatol Chir Maxillofac;0035-1768;1776-257X;;;;;;;;
La Revue stomato;Rev Stomatoodontol Nord Fr;0035-4147;;;;;;;;;
Revue suisse de zoologie;Rev;0035-418X;;;;;;;;;
Review of surgery;Rev Surg;0034-6780;;;;;;;;;
The Ryan advisory for health services governing boards;Ryan Advis Health Serv Gov Boards;0161-7680;;;;;;;;;
Revue de tuberculose et de pneumologie;Rev Tuberc Pneumol;0035-1792;;;;;;;;;
Salud bucal;Salud Bucal;0325-0741;;;;;;;;;
Trends;Trends Tech Contemp Dent Lab;0746-8962;;;;;;;;;
Revista venezolana de sanidad y asistencia social;Rev Venez Sanid Asist Soc;0035-0583;;;;;;;;;
Revista venezolana de urologia;Rev Venez Urol;0035-0591;;;;;;;;;
Rheumatism;Rheumatism;0370-5250;;;;;;;;;
Rheumatology and physical medicine;Rheumatol Phys Med;0003-4908;;;;;;;;;
Rheumatology and rehabilitation;Rheumatol Rehabil;0300-3396;;;;;;;;;
Rheumatology;Rheumatology;0080-2727;;;;;;;;;
Thrombosis et diathesis haemorrhagica;Thromb Diath Haemorrh Suppl;0375-9997;;;;;;;;;
Rhumatologie;Rhumatologie;0249-7581;;;;;;;;;
Rhode Island dental journal;R I Dent J;0091-8903;;;;;;;;;
Rhode Island medical journal;R I Med J;0363-7913;;;;;;;;;
Rheumatology international;Rheumatol;0172-8172;1437-160X;;;;;;;;
La Ricerca scientifica;Ric Sci;0035-5011;;;;;;;;;
La Ricerca scientifica;Ric Sci 2 Ser Pt 2 Rend B;0556-9699;;;;;;;;;
La Ricerca in clinica e in laboratorio;Ric Clin Lab;0390-5748;;;;;;;;;
Rhinology;Rhinology;0300-0729;;;;;;;;;
La Ricerca scientifica;Ric Sci 2 Ser Pt 1 Riv;0556-9672;;;;;;;;;
La Riforma medica;Riforma Med;0035-5259;;;;;;;;;
Risk management;Risk Manage;0035-5593;;;;;;;;;
Rinsho kyobu geka;Rinsho Kyobu Geka;0389-7893;;;;;;;;;
Rinsho Shika;Rinsho Shika;0035-5488;;;;;;;;;
Riso report;RISO Rep;0418-6443;;;;;;;;;
Rivista di anatomia patologica e di oncologia;Riv Anat Patol Oncol;0048-8364;;;;;;;;;
Rivista di biologia;Riv;0035-6050;;;;;;;;;
Rivista di clinica pediatrica;Riv Clin Pediatr;0035-6077;;;;;;;;;
Rivista critica di clinica medica;Riv Crit Clin Med;0048-833X;;;;;;;;;
Rivista di emoterapia ed immunoematologia;Riv Emoter Immunoematol;0035-6204;;;;;;;;;
Rivista dell;Riv Inferm;1120-3803;;;;;;;;;
Rivista di gastro;Riv Gastroenterol;0035-6255;;;;;;;;;
Rivista degli infortuni e delle malattie professionali;Riv Infort Mal Prof;0035-5836;;;;;;;;;
Rivista dell;Riv Ist Sieroter Ital;0300-9904;;;;;;;;;
Rivista di istochimica;Riv Istochim Norm Patol;0485-2400;;;;;;;;;
Rivista italiana di ginecologia;Riv Ital Ginecol;0035-6840;;;;;;;;;
Rivista italiana d;Riv Ital Ig;0035-6921;;;;;;;;;
Revista de enfermeria;Rev Enferm;0210-5020;;;;;;;;;
Rivista italiana di stomatologia;Riv Ital Stomatol;0035-6905;;;;;;;;;
TMJ update;TMJ Update;0885-9191;;;;;;;;;
Rivista di malariologia;Riv Malariol;0370-565X;;;;;;;;;
Rivista di medicina aeronautica e spaziale;Riv Med Aeronaut Spaz;0035-631X;;;;;;;;;
Rivista di neurobiologia;Riv Neurobiol;0035-6336;;;;;;;;;
Rivista di neurologia;Riv Neurol;0035-6344;;;;;;;;;
Toxicologic pathology;Toxicol Pathol;0192-6233;1533-1601;;;;;;;;
Rivista di ostetricia e ginecologia;Riv Ostet Ginecol;0394-977X;;;;;;;;;
Rivista d;Riv Ostet Ginecol Prat;0370-6591;;;;;;;;;
Rivista oto;Riv Otoneurooftalmol;0048-8410;;;;;;;;;
Rivista di parassitologia;Riv Parassitol;0035-6387;;;;;;;;;
Rivista di patologia e clinica;Riv Patol Clin;0035-6417;;;;;;;;;
Rivista di patologia clinica e sperimentale;Riv Patol Clin Sper;0035-6409;;;;;;;;;
Trabajos del Instituto Cajal;Trab Inst Cajal;0211-8343;;;;;;;;;
Tropical medicine and parasitology;Trop;0177-2392;;;;;;;;;
Rivista di patologia nervosa e mentale;Riv Patol Nerv Ment;0035-6433;;;;;;;;;
Tumour biology;Tumour Biol;1010-4283;1423-0380;;;;;;;;
Rivista sperimentale di freniatria e medicina legale delle alienazioni mentali;Riv Sper Freniatr Med Leg Alien Ment;0370-7261;;;;;;;;;
Rivista di storia della medicina;Riv Stor Med;0035-6565;;;;;;;;;
RN Idaho;RN Ida;0192-298X;;;;;;;;;
RN;RN;0033-7021;;;;;;;;;
RNABC news;RNABC News;0048-7104;;;;;;;;;
RNAO news;RNAO News;0048-7112;;;;;;;;;
Rocky Mountain medical journal;Rocky Mt Med J;0035-760X;;;;;;;;;
Roczniki Akademii Medycznej im;Rocz Akad Med Im Juliana Marchlewskiego Bialymst;1427-941X;;;;;;;;;
Roczniki Akademii Medycznej im;Rocz Akad Med Im Juliana Marchlewskiego Bialymst Suppl;1427-9401;;;;;;;;;
Roczniki Panstwowego Zakladu Higieny;Rocz Panstw Zakl Hig;0035-7715;;;;;;;;;
Rocznik Pomorskiej Akademii Medycznej im;Rocz Pomor Akad Med;0066-1945;;;;;;;;;
Rontgen;Rontgenblatter;0300-8592;;;;;;;;;
Rontgenpraxis;Rontgenpraxis;0035-7820;1618-0976;;;;;;;;
Romanian medical review;Rom Med Rev;0048-8585;;;;;;;;;
Rozhledy v chirurgii;Rozhl Chir;0035-9351;;;;;;;;;
Rozprawy Wydzialu Nauk Medycznych;Rozpr Wydz Nauk Med;0079-3558;;;;;;;;;
Ryumachi;Ryumachi;0300-9157;;;;;;;;;
The South African journal of medical sciences;S Afr J Med Sci;0038-2310;;;;;;;;;
South African journal of surgery;S Afr J Surg;0038-2361;;;;;;;;;
South African medical journal;S;0256-9574;2078-5135;;;;;;;;
SAAD digest;SAAD Dig;0049-1160;;;;;;;;;
Sabouraudia;Sabouraudia;0036-2174;;;;;;;;;
Sairaanhoidon vuosikirja;Sairaanh Vuosik;0301-0651;;;;;;;;;
Sairaanhoitaja;Sairaanhoitaja;0036-3278;;;;;;;;;
Saishin igaku;Saishin Igaku;0370-8241;;;;;;;;;
Sammlung zwangloser Abhandlungen aus dem Gebiete der Psychiatrie und Neurologie;Samml Zwangl Abh Geb Psychiatr Neurol;0558-373X;;;;;;;;;
San Gabriel Valley Dental Society bulletin;San Gabriel Val Dent Soc Bull;0048-9093;;;;;;;;;
Sanfujinka no jissai;Sanfujinka No Jissai;0558-4728;;;;;;;;;
Sangre;Sangre;0036-4355;;;;;;;;;
Social security bulletin;Soc Secur Bull;0037-7910;;;;;;;;;
Social work in health care;Soc Work Health Care;0098-1389;1541-034X;;;;;;;;
Social security bulletin;Soc Secur Bull Annu Stat Suppl;0098-6259;;;;;;;;;
Southern medicine;South Med;0097-5419;;;;;;;;;
Special care in dentistry;Spec Care Dentist;0275-1879;1754-4505;;;;;;;;
Scna Newsletter;SCNA Newsl;0199-3399;;;;;;;;;
Etudes Sur Les Soins Et Le Service Infirmier;Etud Soins Serv Infirm;0338-3989;;;;;;;;;
Sexually transmitted diseases;Sex Transm Dis;0148-5717;1537-4521;;;;;;;;
State government;State Gov;0039-0097;;;;;;;;;
State nursing legislation quarterly;State Nurs Legis Q;0891-8341;;;;;;;;;
Occupational medicine;Occup Med;0885-114X;;;;;;;;;
Minerva urologica e nefrologica;Minerva Urol Nefrol;0393-2249;;;;;;;;;
La Sante publique;Sante Publique;0048-9107;;;;;;;;;
Shika zairyo;Shika Zairyo Kikai;0286-5858;;;;;;;;;
Social psychology;Soc Psychol;0147-829X;;;;;;;;;
Sapporo igaku zasshi;Sapporo Igaku Zasshi;0036-472X;;;;;;;;;
Sbornik lekarsky;Sb Lek;0036-5327;;;;;;;;;
Same;Same Day Surg;0190-5066;;;;;;;;;
Sbornik vedeckych praci Lekarske fakulty Karlovy university v Hradci Kralove;Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove;0049-5514;;;;;;;;;
Scandinavian journal of plastic and reconstructive surgery;Scand J Plast Reconstr Surg Suppl;0581-9474;;;;;;;;;
Sbornik vedeckych praci Lekarske fakulty Karlovy univerzity v Hradci Kralove;Sb Ved Pr Lek Fak Karlovy Univerzity Hradci Kralove Suppl;0049-5522;;;;;;;;;
South Carolina dental journal;S C Dent J;0049-1489;;;;;;;;;
South Carolina nursing;S C Nurs;0038-3155;;;;;;;;;
Scandinavian journal of urology and nephrology;Scand J Urol Nephrol Suppl;0300-8886;1651-2537;;;;;;;;
Scandinavian journal of immunology;Scand J Immunol Suppl;0301-6323;;;;;;;;;
Scandinavian journal of haematology;Scand J Haematol Suppl;0080-6722;;;;;;;;;
Scada Journal;SCADA J;0885-9558;;;;;;;;;
Le Scalpel;Scalpel;0036-5440;;;;;;;;;
Scandinavian audiology;Scand Audiol;0105-0397;;;;;;;;;
Scandinavian audiology;Scand Audiol Suppl;0107-8593;;;;;;;;;
Scandinavian journal of clinical and laboratory investigation;Scand;0036-5513;1502-7686;;;;;;;;
Scandinavian journal of dental research;Scand J Dent Res;0029-845X;;;;;;;;;
Scandinavian journal of clinical and laboratory investigation;Scand;0085-591X;;;;;;;;;
Scandinavian journal of gastroenterology;Scand;0036-5521;1502-7708;;;;;;;;
Scandinavian journal of gastroenterology;Scand;0085-5928;1751-1895;;;;;;;;
Scanning electron microscopy;Scan Electron Microsc;0586-5581;;;;;;;;;
Scandinavian journal of haematology;Scand J Haematol;0036-553X;;;;;;;;;
Scandinavian journal of immunology;Scand;0300-9475;1365-3083;;;;;;;;
Scandinavian journal of infectious diseases;Scand;0036-5548;1651-1980;;;;;;;;
Scandinavian journal of infectious diseases;Scand J Infect Dis Suppl;0300-8878;1651-2502;;;;;;;;
Scandinavian journal of plastic and reconstructive surgery;Scand J Plast Reconstr Surg;0036-5556;;;;;;;;;
Scandinavian journal of rheumatology;Scand;0301-3847;1502-7740;;;;;;;;
Scandinavian journal of rheumatology;Scand;0300-9742;1502-7732;;;;;;;;
Scandinavian journal of psychology;Scand J Psychol;0036-5564;1467-9450;;;;;;;;
Scandinavian journal of rehabilitation medicine;Scand J Rehabil Med;0036-5505;1940-2228;;;;;;;;
Scandinavian journal of respiratory diseases;Scand J Respir Dis;0036-5572;;;;;;;;;
Scandinavian journal of social medicine;Scand J Soc Med;0300-8037;;;;;;;;;
Scandinavian journal of respiratory diseases;Scand J Respir Dis Suppl;0080-6730;;;;;;;;;
Scandinavian journal of thoracic and cardiovascular surgery;Scand J Thorac Cardiovasc Surg;0036-5580;;;;;;;;;
Scandinavian journal of thoracic and cardiovascular surgery;Scand J Thorac Cardiovasc Surg Suppl;0586-9587;;;;;;;;;
Scandinavian journal of urology and nephrology;Scand;0036-5599;1651-2065;;;;;;;;
School Dental Service gazette;Sch Dent Serv Gaz N Z;0048-0126;;;;;;;;;
Schriftenreihe aus dem Gebiete des offentlichen Gesundheitswesens;Schriftenr Geb Off Gesundheitswes;0487-708X;;;;;;;;;
School health review;Sch Health Rev;0036-6579;;;;;;;;;
Schriftenreihe Neurologie;Schriftenr Neurol;0080-715X;;;;;;;;;
Scan;Scanodont;0105-1881;;;;;;;;;
Schizophrenia bulletin;Schizophr Bull;0586-7614;1745-1701;;;;;;;;
Schriftenreihe des Vereins fur Wasser;Schriftenr Ver Wasser Boden Lufthyg;0300-8665;;;;;;;;;
Schriftenreihe Zentralblatt fur Arbeitsmedizin;Schriftenr Zentralbl Arbeitsmed Arbeitsschutz Prophyl Ergonomie;0721-7056;;;;;;;;;
Schriftenreihe Zentralblatt fur Arbeitsmedizin;Schriftenr Zentralbl Arbeitsmed Arbeitsschutz Prophyl;0344-7219;;;;;;;;;
News letter;Newsl Scand Soc Forensic Odontol;0581-9504;;;;;;;;;
Scandinavian journal of rehabilitation medicine;Scand J Rehabil Med Suppl;0346-8720;;;;;;;;;
Scandinavian journal of plastic and reconstructive surgery and hand surgery;Scand J Plast Reconstr Surg Hand Surg;0284-4311;1651-2073;;;;;;;;
Schweizer Archiv fur Neurologie;Schweiz Arch Neurol Neurochir Psychiatr;0036-7273;;;;;;;;;
Scandinavian journal of social medicine;Scand J Soc Med Suppl;0301-7311;;;;;;;;;
Schweizer Archiv fur Tierheilkunde;Schweiz;0036-7281;1664-2848;;;;;;;;
Sheng li ke xue jin zhan;Sheng Li Ke Xue Jin Zhan;0559-7765;;;;;;;;;
Scandinavian journal of work;Scand J Work Environ Health;0355-3140;1795-990X;;;;;;;;
Scanning microscopy;Scanning Microsc;0891-7035;;;;;;;;;
Schweizerische medizinische Wochenschrift;Schweiz Med Wochenschr;0036-7672;;;;;;;;;
Schweizerische medizinische Wochenschrift;Schweiz Med Wochenschr Suppl;0250-5525;;;;;;;;;
Schweizerische Monatsschrift fur Zahnheilkunde;SSO Schweiz Monatsschr Zahnheilkd;0036-7702;;;;;;;;;
Schweizer Archiv fur Neurologie und Psychiatrie;Schweiz Arch Neurol Psychiatr;0258-7661;;;;;;;;;
Schweizer Monatsschrift fur Zahnmedizin;Schweiz Monatsschr Zahnmed;0256-2855;;;;;;;;;
Schweizerische Zeitschrift fur Psychologie und ihre Andwendungen;Schweiz Z Psychol Anwend;0036-7869;;;;;;;;;
Schweizerische Zeitschrift fur Sportmedizin;Schweiz Z Sportmed;0036-7885;;;;;;;;;
Schwestern Revue;Schwest Rev;0048-9549;;;;;;;;;
SCI nursing;SCI Nurs;0888-8299;;;;;;;;;
Scientific American;Sci;0036-8733;;;;;;;;;
The Scientific basis of medicine annual reviews;Sci Basis Med Annu Rev;0080-7729;;;;;;;;;
Science;Sci Med Man;0300-9955;;;;;;;;;
Scientific proceedings of the Cardiff Medical Society;Sci Proc Cardiff Med Soc;0307-3394;;;;;;;;;
Science news;Sci News;0036-8423;;;;;;;;;
Science progress;Sci Prog;0036-8504;;;;;;;;;
Science in progress;Sci Prog;0097-0611;;;;;;;;;
Science;Sci Rech Odontostomatol;0371-2729;;;;;;;;;
The science reports of the research institutes;Sci Rep Res Inst Tohoku Univ Med;0371-2761;;;;;;;;;
Ultraschall in der Medizin;Ultraschall Med;0172-4614;1438-8782;;;;;;;;
NASNewsletter;Nasnewsletter;1047-4757;1546-8356;;;;;;;;
Scientia Sinica;Sci;0250-7870;;;;;;;;;
Scientia Sinica;Sci;0253-5823;;;;;;;;;
The Science of the total environment;Sci;0048-9697;1879-1026;;;;;;;;
Science;Science;0036-8075;1095-9203;;;;;;;;
Scottish medical journal;Scott Med J;0036-9330;;;;;;;;;
The South Dakota nurse;S D Nurse;0038-335X;;;;;;;;;
Sda Dentist;SDA Dent;0024-5968;;;;;;;;;
Bulletin;Bull Second Dist Dent Soc;0037-055X;;;;;;;;;
Selecoes odontologicas;Sel Odontol;0049-0075;;;;;;;;;
Seminars in thrombosis and hemostasis;Semin;0094-6176;1098-9064;;;;;;;;
Semaine des hopitaux;Sem Hop Ther;0302-9271;;;;;;;;;
Semaine therapeutique;Sem Ther;0541-0576;;;;;;;;;
Seminars in arthritis and rheumatism;Semin;0049-0172;1532-866X;;;;;;;;
Seminars in drug treatment;Semin Drug Treat;0091-6714;;;;;;;;;
Seminario De Ensenanza De La Odontopediatria;Semin Ensen Odontopediatr;0001-1703;;;;;;;;;
Seminars in oncology;Semin;0093-7754;1532-8708;;;;;;;;
Sensory processes;Sens Processes;0363-3799;;;;;;;;;
Seminars in hematology;Semin;0037-1963;1532-8686;;;;;;;;
Archivio italiano di urologia;Arch Ital Urol Nefrol Androl;1120-8538;;;;;;;;;
Der Unfallchirurg;Unfallchirurg;0177-5537;1433-044X;;;;;;;;
Seminars in nuclear medicine;Semin Nucl Med;0001-2998;1558-4623;;;;;;;;
Seminars in psychiatry;Semin Psychiatry;0037-1971;;;;;;;;;
Seminars in roentgenology;Semin Roentgenol;0037-198X;1558-4658;;;;;;;;
Servir;Servir;0871-2379;;;;;;;;;
Seminars in liver disease;Semin;0272-8087;1098-8971;;;;;;;;
Seminars in perinatology;Semin;0146-0005;1558-075X;;;;;;;;
Shika gakuho;Shikwa Gakuho;0037-3710;;;;;;;;;
Sheng li xue bao;Sheng Li Xue Bao;0371-0874;;;;;;;;;
Shujutsu;Shujutsu;0037-4423;;;;;;;;;
Sicilia sanitaria;Sicil Sanit;0371-0394;;;;;;;;;
Sightsaving;Sightsaving;0735-5688;;;;;;;;;
The Sight;Sight Sav Rev;0037-4822;;;;;;;;;
Singapore dental journal;Singapore Dent J;0377-5291;2214-6075;;;;;;;;
Singapore medical journal;Singapore Med J;0037-5675;;;;;;;;;
Urologic nursing;Urol Nurs;1053-816X;;;;;;;;;
Sistema nervoso;Sist Nerv;0049-0636;;;;;;;;;
U;US Healthc;1040-3973;;;;;;;;;
Social casework;Soc Casework;0037-7678;;;;;;;;;
Sociology of health;Sociol Health Illn;0141-9889;1467-9566;;;;;;;;
The Social and rehabilitation record;Soc Rehabil Rec;0092-7759;;;;;;;;;
Social forces;Soc Forces;0037-7732;1534-7605;;;;;;;;
Social science;Soc Sci Med;0277-9536;1873-5347;;;;;;;;
Sistole;Sistole;0560-1711;;;;;;;;;
Sjukskoterskan;Sjukskoterskan;0280-3526;;;;;;;;;
Skeletal radiology;Skeletal Radiol;0364-2348;1432-2161;;;;;;;;
Sloan management review;Sloan Manage Rev;0019-848X;;;;;;;;;
Social psychology quarterly;Soc Psychol Q;0190-2725;;;;;;;;;
Society for Applied Bacteriology symposium series;Soc;0300-9610;;;;;;;;;
The Social service review;Soc Serv Rev;0037-7961;;;;;;;;;
Social biology;Soc Biol;0037-766X;;;;;;;;;
The South African journal of communication disorders;S Afr J Commun Disord;0379-8046;;;;;;;;;
Society of General Physiologists series;Soc;0094-7733;;;;;;;;;
Social;Soc Med Tidskr;0037-833X;;;;;;;;;
Revue annuelle;Rev Annu Soc Odontostomatol Nordest;0081-1203;;;;;;;;;
Social science;Soc Sci Med;0037-7856;;;;;;;;;
Social science;Soc Sci Med Med Econ;0160-7995;;;;;;;;;
Social work;Soc Work;0037-8046;1545-6846;;;;;;;;
Social science;Soc Sci Med Med Psychol Med Sociol;0160-7979;;;;;;;;;
The Sociological review;Sociol Rev;0038-0261;;;;;;;;;
Sociological review mongraph;Sociol Rev Monogr;0081-1769;;;;;;;;;
Sociometry;Sociometry;0038-0431;;;;;;;;;
Soins;Soins;0038-0814;;;;;;;;;
Society;Society;0147-2011;1936-4725;;;;;;;;
Solaiat;SOLAIAT;0036-1771;;;;;;;;;
Social science;Soc Sci Med E;0271-5384;;;;;;;;;
Die Sonde;Sonde;0584-1143;;;;;;;;;
Social science;Soc Sci Med A;0271-7123;;;;;;;;;
Social science;Soc Sci Med F;0271-5392;;;;;;;;;
Sotilaslaaketieteellinen aikakauslehti;Sotilaslaak Aikak;0300-8797;;;;;;;;;
Soins;Soins Gynecol Obstet Pueric;0151-6655;;;;;;;;;
Soudni lekarstvi;Soud Lek;0371-1854;;;;;;;;;
