title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope
Auris Nasus Larynx;Auris Nasus Larynx;0385-8146;1879-1476;;;QUA;;;Elsevier;
Austin Geological Society Bulletin;;1061-8716;;;;ANN;;;;
Austral Ecology;Austral Ecol;1442-9985;1442-9993;;;BIM;;;Wiley;
Austral Entomology;;2052-1758;;;;QUA;;;Wiley;
Australasian Drama Studies;;0810-4123;;;;SEM;;;;
Australasian Journal Of Dermatology;Australas J Dermatol;0004-8380;1440-0960;;;QUA;;;Wiley;
Australasian Journal Of Early Childhood;Aust J Early Child;0312-5033;;;;QUA;;;;
Australasian Journal Of Ecotoxicology;;1323-3475;;;;TRI;;;;
Australasian Journal Of Educational Technology;;1449-5554;;;;BIM;;;;
Australasian Journal Of Environmental Management;;1448-6563;;;;QUA;;;;
Australasian Journal Of Philosophy;Australas J Philos;0004-8402;;;;QUA;;;;
Australasian Journal On Ageing;Australas J Ageing;1440-6381;1741-6612;;;QUA;;;Wiley;
Australasian Mycologist; Inc;1441-5526;;;;TRI;;;;
Australasian Physical & Engineering Sciences In Medicine;Australas Phys Eng Sci Med;0158-9938;1879-5447;;;QUA;;;Springer;
Australasian Plant Pathology;Australas. Plant Pathol.;0815-3191;;;;BIM;;;Springer;
Australasian Psychiatry;Australas Psychiatry;1039-8562;1440-1665;;;BIM;;;;
Australasian Seabird Bulletin;;0313-8208;;;;SEM;;;;
Australian & New Zealand Journal Of Obstetrics & Gynaecology;Aust N Z J Obstet Gynaecol;0004-8666;1479-828X;;;BIM;;;Wiley;
Australian & New Zealand Journal Of Statistics;Aust N Z J Stat;1369-1473;1467-842X;;;QUA;;;Wiley;
Australian Aboriginal Studies;;0729-4352;;;;SEM;;;;
Australian Academic & Research Libraries;;0004-8623;;;;QUA;;;;
Australian Accounting Review;;1035-6908;1835-2561;;;QUA;;;Wiley;
Australian And New Zealand Journal Of Criminology;;0004-8658;1837-9273;;;QUA;;;;
Australian And New Zealand Journal Of Family Therapy;;0814-723X;1467-8438;;;QUA;;;Wiley;
Australian And New Zealand Journal Of Psychiatry;Aust N Z J Psychiatry;0004-8674;1440-1614;;;MON;;;;
Australian And New Zealand Journal Of Public Health;Aust N Z J Public Health;1326-0200;1753-6405;;;BIM;;;Wiley;
Australian Archaeology;;0312-2417;;;;SEM;;;;
Australian Aviculture;;1030-5440;;;;MON;;;;
Australian Biodiversity Record;;1325-2992;;;;IRR;;;;
Australian Birdlife;;0311-0249;;;;QUA;;;;
Australian Birds;;0311-8150;;;;ANN;;;;
Australian Critical Care;Aust Crit Care;1036-7314;;;;QUA;;;Elsevier;
Australian Dental Journal;Aust Dent J;0045-0421;1834-7819;;;QUA;;;Wiley;
Australian Economic History Review;Aust Econ Hist Rev;0004-8992;;;;TRI;;;Wiley;
Australian Economic Papers;Aust Econ Pap;0004-900X;;;;QUA;;;Wiley;
Australian Economic Review;Aust Econ Rev;0004-9018;;;;QUA;;;Wiley;
Australian Educational Researcher;;0311-6999;2210-5328;;;TRI;;;Springer;
Australian Endodontic Journal;Aust Endod J;1329-1947;1747-4477;;;TRI;;;Wiley;
Australian Entomological Society Miscellaneous Publication;;0374-5147;;;;IRR;;;;
Australian Entomologist;;1320-6133;;;;QUA;;;;
Australian Family Physician;Aust Fam Physician;0300-8495;;;;MON;;;;
Australian Feminist Studies;;0816-4649;1465-3303;;;QUA;;;;
Australian Field Ornithology;;1448-0107;;;;IRR;;;;
Australian Forestry;;0004-9158;;;;QUA;;;;
Australian Geographer;Aust Geogr;0004-9182;;;;QUA;;;;
Australian Health Review;;0156-5788;0159-5709;;;BIM;;;;
Australian Historical Studies;Aust Hist Stud;1031-461X;;;;TRI;;;;
Australian Institute Of Marine Science Monograph Series;;1037-3047;;;;IRR;;;;
Australian Journal Of Adult Learning;;1443-1394;;;;TRI;;;;
Australian Journal Of Advanced Nursing;Aust J Adv Nurs;0813-0531;1447-4328;;;QUA;;;;
Australian Journal Of Agricultural And Resource Economics;Aust J Agric Resour Econ;1364-985X;;;;QUA;;;Wiley;
Australian Journal Of Anthropology;Aust J Anthropol;1035-8811;;;;TRI;;;Wiley;
Australian Journal Of Botany;Aust. J. Bot.;0067-1924;;;;BIM;;;;
Australian Journal Of Chemistry;Aust J Chem;0004-9425;1445-0038;;;MON;;;;
Australian Journal Of Earth Sciences;;0812-0099;1440-0952;;;BIM;;;;
Australian Journal Of Education;;0004-9441;2050-5884;;;TRI;;;;
Australian Journal Of Forensic Sciences;Aust J Forensic Sci;0045-0618;;;;QUA;;;;
Australian Journal Of French Studies;Aust J Fr Stud;0004-9468;;;;TRI;;;;
Australian Journal Of Grape And Wine Research;Aust. J. Grape Wine Res.;1322-7130;;;;TRI;;;Wiley;
Australian Journal Of Guidance And Counselling;;1037-2911;1839-2520;;;SEM;;;;
Australian Journal Of International Affairs;;1035-7718;1465-332X;;;BIM;;;;
Australian Journal Of Linguistics;;0726-8602;1469-2996;;;QUA;;;;
Australian Journal Of Management;;0312-8962;1327-2020;;;TRI;;;;
Australian Journal Of Medical Science;;1038-1643;;;;QUA;;;;
Australian Journal Of Pharmacy;;0311-8002;;;;MON;;;;
Australian Journal Of Political Science;Aust J Polit Sci;1036-1146;;;;QUA;;;;
Australian Journal Of Politics And History;Aust J Polit Hist;0004-9522;;;;QUA;;;Wiley;
Australian Journal Of Primary Health;Aust J Prim Health;1448-7527;1836-7399;;;QUA;;;;
Australian Journal Of Psychology;;0004-9530;1742-9536;;;QUA;;;Wiley;
Australian Journal Of Public Administration;;0313-6647;1467-8500;;;QUA;;;Wiley;
Australian Journal Of Rural Health;Aust J Rural Health;1038-5282;1440-1584;;;BIM;;;Wiley;
Australian Journal Of Social Issues;Aust J Soc Issues;0157-6321;;;;QUA;;;;
Australian Journal Of Zoology;Aust J Zool;0004-959X;;;;BIM;;;;
Australian Library Journal;Aust Libr J;0004-9670;;;;QUA;;;;
Australian Literary Studies;;0004-9697;;;;SEM;;;;
Australian Mammalogy;Aust. Mammal.;0310-0049;;;;SEM;;;;
Australian Meteorological And Oceanographic Journal;;1836-716X;;;;QUA;;;;
Australian Occupational Therapy Journal;;0045-0766;1440-1630;;;BIM;;;Wiley;
Australian Orthodontic Journal;Aust Orthod J;0587-3908;;;;SEM;;;;
Australian Psychologist;Aust Psychol;0005-0067;;;;BIM;;;Wiley;
Australian Social Work;;0312-407X;1447-0748;;;QUA;;;;
Australian Systematic Botany;Aust Syst Bot;1030-1887;1446-5701;;;BIM;;;;
Australian Veterinary Journal;Aust Vet J;0005-0423;1751-0813;;;MON;;;Wiley;
Australian Zoologist;Aust. Zool.;0067-2238;;;;IRR;;;;
Austrian History Yearbook;Austrian Hist Yearb;0067-2378;1558-5255;;;ANN;;;;
Austrian Journal Of Earth Sciences;;2072-7151;0251-7493;;;ANN;;;;
Austrian Journal Of Forest Science;;0379-5292;;;;QUA;;;;
Austrian Studies;;1350-7532;;;;ANN;;;;
Austrobaileya;;0155-4131;;;;ANN;;;;
Aut Aut;;0005-0601;;;;QUA;;;;
Autex Research Journal;;1470-9589;;;;QUA;;;;
Autism;Autism;1362-3613;1461-7005;;;BIM;;;;
Autism Research;Autism Res;1939-3792;1939-3806;;;BIM;;;Wiley;
Autoimmunity;Autoimmunity;0891-6934;1607-842X;;;BIM;;;;
Autoimmunity Reviews;Autoimmun Rev;1568-9972;1873-0183;;;BIM;;;Elsevier;
Automated Software Engineering;;0928-8910;1573-7535;;;QUA;;;Springer;
Automatica;Automatica (Oxf);0005-1098;;;;MON;;;Elsevier;
Automatika;;0005-1144;;;;QUA;;;;
Automation And Remote Control;;0005-1179;1608-3032;;;MON;;;Springer;
Automation In Construction;;0926-5805;;;;BIM;;;Elsevier;
Autonomic & Autacoid Pharmacology;Auton Autacoid Pharmacol;1474-8665;1474-8673;;;QUA;;;Wiley;
Autonomic Neuroscience-Basic & Clinical;Auton Neurosci;1566-0702;1872-7484;;;BIM;;;Elsevier;
Autonomous Agents And Multi-Agent Systems;Auton Agent Multi Agent Syst;1387-2532;;;;BIM;;;Springer;
Autonomous Robots;Auton Robots;0929-5593;;;;BIM;;;Springer;
Autophagy;Autophagy;1554-8627;1554-8635;;;MON;;;;
Avant Scene Opera;;0764-2873;;;;BIM;;;;
Aves;;0005-1993;;;;BIM;;;;
Avian Biology Research;Avian Biol Res;1758-1559;1758-1567;;;QUA;;;;
Avian Conservation And Ecology;;1712-6568;1712-6576;;;SEM;;;;
Avian Diseases;Avian Dis;0005-2086;;;;QUA;;;;
Avian Pathology;Avian Pathol;0307-9457;1465-3338;;;BIM;;;;
Aviation;;1648-7788;1822-4180;;;QUA;;;;
Aviation Space And Environmental Medicine;Aviat Space Environ Med;0095-6562;1943-4448;;;MON;;;;
Avicenna Journal Of Medical Biotechnology;Avicenna J Med Biotechnol;2008-2835;2008-4625;;;QUA;;;;
Avicennia;;1134-1785;;;;ANN;;;;
Avicennia Suplemento;;1138-6541;;;;IRR;;;;
Avifauna Ukrayiny;;1727-7531;;;;IRR;;;;
Avocetta;;0404-4266;;;;SEM;;;;
Avon Bird Report;;0956-5744;;;;ANN;;;;
Axiomathes;;1122-1151;1572-8390;;;QUA;;;Springer;
Ayer;;1134-2277;;;;QUA;;;;
Azania-Archaeological Research In Africa;;0067-270X;1945-5534;;;QUA;;;;
Azariana Serie A-Ciencias Naturales;;2075-4191;;;;IRR;;;;
Azerbaijan Journal Of Mathematics;;2218-6816;;;;SEM;;;;
B E Journal Of Economic Analysis & Policy;B E J Econom Anal Policy;1935-1682;;;;ANN;;;;
B E Journal Of Macroeconomics;;1935-1690;;;;ANN;;;;
B E Journal Of Theoretical Economics;;1935-1704;;;;ANN;;;;
B O U Check-List;;0962-0877;;;;ANN;;;;
B-Ent;Acta Otorhinolaryngol Belg;0001-6497;;;;QUA;;;;
Babbler;;1012-2974;;;;SEM;;;;
Babel-Revue Internationale De La Traduction-International Journal Of Translation;;0521-9744;1569-9668;;;QUA;;;;
Bach;;0005-3600;;;;SEM;;;;
Badania Fizjograficzne Nad Polska Zachodnia Seria B Botanika;;0067-2815;;;;ANN;;;;
Badania Fizjograficzne Nad Polska Zachodnia Seria C Zoologia;;0137-6683;;;;ANN;;;;
Bag-Journal Of Basic And Applied Genetics;;1852-6233;;;;SEM;;;;
Bakony Termeszettudomanyi Kutatasanak Eredmenyei;;0408-2427;;;;IRR;;;;
Balikesir Universitesi Fen Bilimleri Enstitusu Dergisi;;1301-7985;;;;SEM;;;;
Balkan Journal Of Medical Genetics;Balkan J Med Genet;1311-0160;;;;SEM;;;;
Balkan Medical Journal;Balkan Med J;2146-3123;2146-3131;;;QUA;;;;
Ballet Review;;0522-0653;;;;QUA;;;;
Baltic Astronomy;;1392-0049;;;;QUA;;;;
Baltic Forestry;Balt For;1392-1355;;;;SEM;;;;
Baltic Journal Of Coleopterology;;1407-8619;;;;SEM;;;;
Baltic Journal Of Economics;;1406-099X;;;;SEM;;;;
Baltic Journal Of Laboratory Animal Science;;1407-0944;;;;QUA;;;;
Baltic Journal Of Management;;1746-5265;;;;TRI;;;;
Baltic Journal Of Road And Bridge Engineering;;1822-427X;1822-4288;;;QUA;;;;
Baltica;;0067-3064;;;;ANN;;;;
Banach Journal Of Mathematical Analysis;;1735-8787;;;;SEM;;;;
Bangladesh Journal Of Botany;;0253-5416;;;;SEM;;;;
Bangladesh Journal Of Pharmacology;Bangladesh J Pharmacol;1991-007X;1991-0088;;;QUA;;;;
Bangladesh Journal Of Plant Taxonomy;;1028-2092;;;;SEM;;;;
Bangladesh Journal Of Scientific And Industrial Research;;0304-9809;;;;QUA;;;;
Bangladesh Journal Of Zoology;;0304-9027;;;;SEM;;;;
Bangladesh Veterinarian;;1012-5949;;;;SEM;;;;
Banisteria;;1066-0712;;;;SEM;;;;
Banking Law Journal;;0005-5506;;;;MON;;;;
Baptria;;0355-4791;;;;QUA;;;;
Bariatric Surgical Practice And Patient Care;Bariatr Surg Pract Patient Care;2168-023X;2168-0248;;;QUA;;;;
Bars;;1800-556X;;;;IRR;;;;
Bartin Orman Fakultesi Dergisi;;1302-0943;;;;SEM;;;;
Bartonia;Bartonia;0198-7356;;;;ANN;;;;
Basic & Clinical Pharmacology & Toxicology;Basic Clin Pharmacol Toxicol;1742-7835;1742-7843;;;MON;;;Wiley;
Basic And Applied Dryland Research;Basic Appl Dryland Res;1864-3191;;;;ANN;;;;
Basic And Applied Ecology;Basic Appl Ecol;1439-1791;;;;BIM;;;Elsevier;
Basic And Applied Herpetology;;0213-6686;;;;ANN;;;;
Basic And Applied Social Psychology;Basic Appl Soc Psych;0197-3533;1532-4834;;;BIM;;;;
Basic Research In Cardiology;Basic Res Cardiol;0300-8428;1435-1803;;;BIM;;;Springer;
Basin Research;;0950-091X;1365-2117;;;BIM;;;Wiley;
Basteria;Basteria;0005-6219;;;;BIM;;;;
Bat Research News;;0005-6227;;;;QUA;;;;
Batalleria;;0214-7831;;;;ANN;;;;
Bauhinia;;0067-4605;;;;IRR;;;;
Bauingenieur;;0005-6650;;;;MON;;;Springer;
Bauphysik;;0171-5445;;;;BIM;;;;
Bautechnik;;0932-8351;;;;MON;;;;
Bayerische Akademie Der Wissenschaften Mathematisch-Naturwissenschaftlicheklasse Abhandlungen;;0005-6995;;;;IRR;;;;
Bayesian Analysis;;1931-6690;1936-0975;;;IRR;;;;
Bc Studies;B C Stud;0005-2949;;;;QUA;;;;
Beautifulcowries Magazine;;2196-7342;;;;IRR;;;;
Beche-De-Mer Information Bulletin;;1025-4943;;;;ANN;;;;
Bedfordshire Naturalist;;0951-8959;;;;ANN;;;;
Beetle News;;2040-6177;;;;QUA;;;;
Behavior Analyst;Behav Anal;0738-6729;;;;SEM;;;Springer;
Behavior Genetics;Behav Genet;0001-8244;1573-3297;;;BIM;;;Springer;
Behavior Modification;Behav Modif;0145-4455;1552-4167;;;BIM;;;;
Behavior Research Methods;Behav Res Methods;1554-351X;1554-3528;;;QUA;;;Springer;
Behavior Therapy;Behav Ther;0005-7894;1878-1888;;;QUA;;;;
Behavioral And Brain Functions;Behav Brain Funct;1744-9081;;;;IRR;;;;
Behavioral And Brain Sciences;Behav Brain Sci;0140-525X;1469-1825;;;BIM;;;;
Behavioral Disorders;;0198-7429;;;;QUA;;;;
Behavioral Ecology;Behav Ecol;1045-2249;1465-7279;;;BIM;;;;
Behavioral Ecology And Sociobiology;Behav Ecol Sociobiol;0340-5443;;;;MON;;;Springer;
Behavioral Interventions;Behav Interv;1072-0847;1099-078X;;;QUA;;;Wiley;
Behavioral Medicine;Behav Med;0896-4289;;;;QUA;;;;
Behavioral Neuroscience;Behav Neurosci;0735-7044;1939-0084;;;BIM;;;;
Behavioral Psychology-Psicologia Conductual;Psicol Conductual;1132-9483;;;;TRI;;;;
Behavioral Sciences & The Law;Behav Sci Law;0735-3936;1099-0798;;;BIM;;;Wiley;
Behavioral Sleep Medicine;Behav Sleep Med;1540-2002;1540-2010;;;BIM;;;;
Behaviour;;0005-7959;1568-539X;;;MON;;;;
Behaviour & Information Technology;Behav Inf Technol;0144-929X;;;;MON;;;;
Behaviour Change;Behav Change;0813-4839;;;;QUA;;;;
Behaviour Research And Therapy;Behav Res Ther;0005-7967;1873-622X;;;MON;;;Elsevier;
Behavioural And Cognitive Psychotherapy;Behav Cogn Psychother;1352-4658;1469-1833;;;BIM;;;;
Behavioural Brain Research;Behav Brain Res;0166-4328;1872-7549;;;;;;Elsevier;
Behavioural Neurology;Behav Neurol;0953-4180;1875-8584;;;QUA;;;;
Behavioural Pharmacology;Behav Pharmacol;0955-8810;1473-5849;;;BIM;;;;
Behavioural Processes;Behav Processes;0376-6357;1872-8308;;;MON;;;Elsevier;
Beihefte Zu Oekologie Der Voegel;;0937-2695;;;;IRR;;;;
Beihefte Zum Tuebinger Atlas Des Vorderen Orients Reihe A Naturwissenschaften;;0947-2754;;;;IRR;;;;
Beilstein Journal Of Nanotechnology;Beilstein J Nanotechnol;2190-4286;;;;IRR;;;;
Beilstein Journal Of Organic Chemistry;Beilstein J Org Chem;1860-5397;;;;BIM;;;;
Beitraege Zum Naturschutz In Der Schweiz;;1421-5527;;;;IRR;;;;
Beitraege Zur Araneologie;;0930-1526;;;;IRR;;;;
Beitraege Zur Bayerischen Entomofaunistik;;1430-015X;;;;SEM;;;;
Beitraege Zur Entomofaunistik;;1563-1400;;;;IRR;;;;
Beitraege Zur Fauna & Flora Ostfrieslands;;1861-1796;;;;MON;;;;
Beitraege Zur Jagd- Und Wildforschung;;1436-3895;;;;ANN;;;;
Beitraege Zur Kenntnis Der Wilden Seidenspinner;Beitr Kennt Wilden Seidenspinn;1612-2674;;;;IRR;;;;
Beitraege Zur Naturkunde In Osthessen;;0342-5452;;;;SEM;;;;
Beitraege Zur Naturkunde Niedersachsens;;0340-4277;;;;QUA;;;;
Beitraege Zur Naturkunde Oberoesterreichs;;1025-3262;;;;ANN;;;;
Beitraege Zur Naturkunde Zwischen Egge Und Weser;;1860-7640;;;;ANN;;;;
Beitrage Zur Entomologie;Beitr Entomol;0005-805X;;;;SEM;;;;
Beitrage Zur Geschichte Der Deutschen Sprache Und Literatur;;0005-8076;;;;QUA;;;;
Beitrage Zur Tabakforschung International;;0173-783X;1612-9237;;;IRR;;;;
Belgian Journal Of Entomology;;1374-5514;;;;SEM;;;;
Belgian Journal Of Zoology;Belg. J. Zool.;0777-6276;;;;SEM;;;;
Bell Labs Technical Journal;Bell Labs Tech J;1089-7089;;;;QUA;;;IEEE;
Belle W. Baruch Library In Marine Science;;0361-4360;;;;IRR;;;;
Belleten;Belleten;0041-4255;;;;TRI;;;;
Bembix;;0946-6193;;;;ANN;;;;
Ben Jonson Journal;;1079-3453;1755-165X;;;SEM;;;;
Beneficial Microbes;Benef Microbes;1876-2883;1876-2891;;;QUA;;;;
Bericht Der Naturforschenden Gesellschaft Augsburg;;0343-7655;;;;IRR;;;;
Bericht Der Naturhistorischen Gesellschaft Zu Hannover;;0365-9844;;;;ANN;;;;
Bericht Des Naturwissenschaftlichen Vereins Fuer Bielefeld Und Umgegend E V;;0340-3831;;;;ANN;;;;
Berichte Aus Dem Institut Fuer Meereskunde An Der Christian-Albrechts Universitaet Kiel;;0341-8561;;;;IRR;;;;
Berichte Der Bayerischen Botanischen Gesellschaft Zur Erforschung Der Heimischen Flora;;0373-7640;;;;IRR;;;;
Berichte Der Botanisch-Zoologischen Gesellschaft Liechtenstein-Sargans-Werdenberg;;0302-119X;;;;ANN;;;;
Berichte Der Freunde Der Zsm;;1436-6819;;;;IRR;;;;
Berichte Der Naturforschenden Gesellschaft Oberlausitz;;0941-0627;;;;ANN;;;;
Berichte Der Naturforschenden Gesellschaft Zu Freiburg Im Breisgau;;0028-0917;;;;IRR;;;;
Berichte Des Landesamtes Fuer Umweltschutz Sachsen-Anhalt;;0941-7281;;;;IRR;;;;
Berichte Des Naturwissenschaftlich-Medizinischen Vereins In Innsbruck;;0379-1416;;;;ANN;;;;
Berichte Des Naturwissenschaftlichen Vereins Fuer Schwaben;;0720-3705;;;;ANN;;;;
Berichte Des Vereins Natur Und Heimat Und Des Naturhistorischen Museums Zuluebeck;;0067-5806;;;;IRR;;;;
Berichte Uber Landwirtschaft;;2196-5099;;;;TRI;;;;
Berichte Zum Vogelschutz;;0944-5730;;;;IRR;;;;
Berichte Zur Polar-Und Meeresforschung;;1618-3193;;;;IRR;;;;
Berichte Zur Wissenschaftsgeschichte;Ber Wiss;0170-6233;1522-2365;;;QUA;;;Wiley;
Beringeria;;0937-0242;;;;SEM;;;;
Beringeria Special Issue;;1432-4180;;;;IRR;;;;
Berkala Penelitian Hayati;;0852-6834;;;;SEM;;;;
Berkut-Ukrainian Ornithological Journal;;1727-0200;;;;SEM;;;;
Berliner Geowissenschaftliche Abhandlungen Reihe A Geologie Und Palaeontologie;;0172-8784;;;;IRR;;;;
Berliner Journal Fur Soziologie;Berl J Soziol;0863-1808;;;;QUA;;;;
Berliner Ornithologischer Bericht;;0941-1828;;;;SEM;;;;
Berliner Palaeobiologische Abhandlungen;;1612-0361;;;;ANN;;;;
Berliner Und Munchener Tierarztliche Wochenschrift;Berl Munch Tierarztl Wochenschr;0005-9366;;;;BIM;;;;
Bernoulli;Bernoulli (Andover);1350-7265;1573-9759;;;QUA;;;;
Besoiro;;1267-2157;;;;IRR;;;;
Best Practice & Research Clinical Endocrinology & Metabolism;Best Pract Res Clin Endocrinol Metab;1521-690X;1878-1594;;;BIM;;;Elsevier;
Best Practice & Research Clinical Haematology;Best Pract Res Clin Haematol;1521-6926;1532-1924;;;QUA;;;Elsevier;
Best Practice & Research Clinical Obstetrics & Gynaecology;Best Pract Res Clin Obstet Gynaecol;1521-6934;1532-1932;;;BIM;;;Elsevier;
Best Practice & Research In Clinical Gastroenterology;Best Pract Res Clin Gastroenterol;1521-6918;1532-1916;;;BIM;;;Elsevier;
Best Practice & Research In Clinical Rheumatology;Best Pract Res Clin Rheumatol;1521-6942;1532-1770;;;BIM;;;Elsevier;
Best Practice Protected Area Guidelines Series;;1817-3713;;;;IRR;;;;
Beton- Und Stahlbetonbau;;0005-9900;1437-1006;;;MON;;;;
Betriebswirtschaftliche Forschung Und Praxis;;0340-5370;0006-002X;;;BIM;;;;
Bfw Berichte;;1816-0182;;;;IRR;;;;
Biawak;;1936-296X;;;;QUA;;;;
Biblica;;0006-0887;;;;QUA;;;;
Biblioteca Jose Jeronimo Triana;;0120-484X;;;;IRR;;;;
Bibliotheca Herpetologica;;1653-3798;;;;SEM;;;;
Bibliotheque D Humanisme Et Renaissance;Bibl Humanisme Renaiss;0006-1999;;;;TRI;;;;
Bibliotheque De L Ecole Des Chartes;;0373-6237;;;;SEM;;;;
Biblische Zeitschrift;;0006-2014;;;;SEM;;;;
Bievre;;0223-7741;;;;SEM;;;;
Biharean Biologist;;1843-5637;2065-1155;;;SEM;;;;
Bijdragen Tot De Taal- Land- En Volkenkunde; Land- En Volkenkunde;0006-2294;2213-4379;;;TRI;;;;
Bilig;;1301-0549;;;;QUA;;;;
Bilingualism-Language And Cognition; England);1366-7289;;;;QUA;;;;
Bio-Medical Materials And Engineering;Biomed Mater Eng;0959-2989;1878-3619;;;BIM;;;;
Bioacoustics-The International Journal Of Animal Sound And Its Recording;Bioacoustics;0952-4622;;;;TRI;;;;
Bioagro;;1316-3361;;;;TRI;;;;
Bioanalysis;Bioanalysis;1757-6180;1757-6199;;;;;;;
Biocatalysis And Biotransformation;Biocatal Biotransformation;1024-2422;1029-2446;;;BIM;;;;
Biocell;Biocell;0327-9545;1667-5746;;;TRI;;;;
Biochemia Medica;Biochem Med (Zagreb);1330-0962;1846-7482;;;SEM;;;;
Biochemical And Biophysical Research Communications;Biochem Biophys Res Commun;0006-291X;1090-2104;;;;;;Elsevier;
Biochemical And Cellular Archives;;0972-5075;0976-1772;;;SEM;;;;
Biochemical Engineering Journal;Biochem Eng J;1369-703X;;;;MON;;;Elsevier;
Biochemical Genetics;Biochem Genet;0006-2928;1573-4927;;;BIM;;;Springer;
Biochemical Journal;;0264-6021;1470-8728;;;;;;;
Biochemical Pharmacology;Biochem Pharmacol;0006-2952;1873-2968;;;;;;Elsevier;
Biochemical Society Transactions;Biochem Soc Trans;0300-5127;1470-8752;;;BIM;;;;
Biochemical Systematics And Ecology;Biochem Syst Ecol;0305-1978;;;;BIM;;;Elsevier;
Biochemistry;Biochemistry;0006-2960;1520-4995;;;;;;;
Biochemistry And Cell Biology-Biochimie Et Biologie Cellulaire;Biochem Cell Biol;0829-8211;1208-6002;;;BIM;;;;
Biochemistry And Molecular Biology Education;Biochem Mol Biol Educ;1470-8175;1539-3429;;;BIM;;;Wiley;
Biochemistry-Moscow;Biochemistry (Mosc);0006-2979;1608-3040;;;MON;;;Springer;
Biochimica Et Biophysica Acta-Bioenergetics;;0005-2728;1879-2650;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-Biomembranes;;0005-2736;1879-2642;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-Gene Regulatory Mechanisms;;1874-9399;1876-4320;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-General Subjects;;0304-4165;1872-8006;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-Molecular And Cell Biology Of Lipids;;1388-1981;1879-2618;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-Molecular Basis Of Disease;;0925-4439;1879-260X;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-Molecular Cell Research;;0167-4889;1879-2596;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-Proteins And Proteomics;;1570-9639;1878-1454;;;MON;;;Elsevier;
Biochimica Et Biophysica Acta-Reviews On Cancer;;0304-419X;1879-2561;;;QUA;;;Elsevier;
Biochimie;Biochimie;0300-9084;1638-6183;;;MON;;;Elsevier;
Biochip Journal;Biochip J;1976-0280;2092-7843;;;QUA;;;;
Bioconjugate Chemistry;Bioconjug Chem;1043-1802;1520-4812;;;MON;;;;
Biocontrol; Netherlands);1386-6141;;;;BIM;;;Springer;
Biocontrol Science;Biocontrol Sci;1342-4815;1884-0205;;;SEM;;;;
Biocontrol Science And Technology;Biocontrol Sci Technol;0958-3157;;;;MON;;;;
Biocosme Mesogeen;;0762-6428;;;;QUA;;;;
Biocybernetics And Biomedical Engineering;;0208-5216;;;;QUA;;;;
Biodata Mining;Biodata Min;1756-0381;;;;IRR;;;;
Biodegradation;Biodegradation;0923-9820;1572-9729;;;BIM;;;Springer;
Biodemography And Social Biology;Biodemography Soc Biol;1948-5565;1948-5573;;;SEM;;;;
Biodiversidade Brasileira;;2236-2886;;;;IRR;;;;
Biodiversitas;;1412-033X;;;;SEM;;;;
Biodiversity And Conservation;Biodivers Conserv;0960-3115;1572-9710;;;MON;;;Springer;
Biodiversity Informatics;;1546-9735;;;;IRR;;;;
Biodiversity Journal;Biodivers J;2039-0394;2039-0408;;;QUA;;;;
Biodiversity Science;Sheng Wu Duo Yang Xing;1005-0094;;;;;;;;
Biodiversity-Ottawa; Ont.);1488-8386;;;;QUA;;;;
Biodrugs; Biopharmaceuticals And Gene Therapy;1173-8804;;;;BIM;;;;
Bioelectrochemistry;Bioelectrochemistry;1567-5394;1878-562X;;;BIM;;;Elsevier;
Bioelectromagnetics;Bioelectromagnetics;0197-8462;1521-186X;;;BIM;;;Wiley;
